-18.909575424,-45.016412416,-30.331316608,15.243889408,-41.57424384,-35.718086912,-11.466444672,12.718142336,0
12.651087104,-24.162235264,-38.735572352,-9.879470848,-47.765676928,-26.956203264,3.9115552,30.130150912,0
15.847386496,-17.859043456,-66.451734912,-46.26811008,-85.026034176,-24.966898048,-0.89406976,27.671459072,0
14.886261504,-8.15838656,-45.798723456,-39.249662464,-81.963845248,-2.838671488,9.030104576,29.034915456,0
1.721084288,-14.483930112,-14.819206272,-16.227366144,-58.181589632,5.990267392,11.913479552,27.582052096,0
-17.613174272,-25.03395328,2.972781952,7.666648192,-35.494569472,5.185604608,7.890165632,23.066999808,0
-33.438209024,-37.32741248,7.845462144,29.750171264,-17.009677184,-1.586973824,1.206994176,17.389656832,0
-26.755037568,-48.749153664,-69.804496512,-21.256508544,-79.929836544,-37.819150848,-26.330354432,3.330409856,0
-9.343028992,-37.32741248,-95.732519552,-53.957110016,-119.425368192,-35.896900864,-25.101008512,3.308058112,0
-1.274049408,-22.083523072,-35.338107264,-23.156406784,-75.928874368,-5.744398208,1.6763808,19.066037632,0
-6.392598784,-19.311906816,3.643334272,10.594726656,-32.611194496,9.141863296,11.801720832,26.620927104,0
-14.930964992,-28.677287552,2.995133696,23.670496896,-21.837653888,4.313886592,4.068017408,22.530557952,0
-14.930964992,-29.95133696,-0.491738368,29.750171264,-15.579165568,-1.072883712,1.78813952,23.80460736,0
-6.616116224,-28.140845696,-28.520825344,11.242927232,-32.655897984,-10.125340032,-3.173947648,25.905671296,0
2.324581376,-22.821130624,-61.534351232,-22.061171328,-67.50226688,-15.221537664,-7.890165632,24.832787584,0
2.078712192,-20.1165696,-82.567342336,-51.006679808,-97.654769536,-16.584994048,-11.377037696,22.374095744,0
1.274049408,-17.412008576,-85.406013824,-64.395374464,-114.977371136,-8.426607488,-10.997058048,20.518900992,0
-16.003848704,-16.719104512,-17.166139392,-11.019409792,-62.517827968,20.764770176,4.872680192,20.273031808,0
-47.117476352,-37.506226432,29.16902592,53.241854208,-2.45869184,21.368267264,3.844499968,13.880433024,0
-49.084429824,-53.554778624,-14.103950464,45.03876416,-21.144749824,-10.326505728,-19.043685888,5.25265984,0
-19.401313792,-37.170950272,-36.321584,28.900804992,-33.527616,-14.394523136,-12.114645248,21.055342848,0
11.488796416,-11.779369088,-45.03876416,7.510185984,-41.440133376,-4.626811008,2.324581376,40.389601408,0
23.066999808,1.542270336,-63.836580864,-21.502377728,-69.357461632,0.849366272,4.872680192,44.412915328,0
13.902784768,6.839633664,-48.860912384,-20.56360448,-71.235008128,15.042723712,8.9406976,41.082505472,0
-0.33527616,0.469386624,-14.685095808,5.856156928,-43.854121728,25.011601536,15.86973824,39.853159552,0
-10.639430144,-9.38773248,4.045665664,30.800703232,-18.954278912,23.178758528,16.09325568,35.807493888,0
-22.374095744,-24.050476544,6.102026112,46.60338624,-6.102026112,13.142825472,6.414950528,27.894976512,0
-22.46350272,-36.701563648,-67.569322112,-1.34110464,-65.71412736,-22.932889344,-19.267203328,14.394523136,0
-6.794930176,-19.825996928,-90.97159808,-28.94550848,-100.962827648,-18.77546496,-15.400351616,17.970802176,0
11.332334208,3.173947648,-23.983421312,9.633601664,-48.302118784,19.200148096,18.730761472,41.887168256,0
11.7346656,5.207956352,17.702581248,44.47997056,-3.330409856,34.86872064,32.544139264,51.721935616,0
0.022351744,-11.667610368,14.483930112,54.493551872,2.972781952,25.36922944,23.13405504,43.161217664,0
4.13507264,-16.54029056,10.013581312,57.466333824,6.794930176,16.115607424,19.78129344,40.926043264,0
14.550985344,-15.288592896,-16.31677312,37.752095616,-12.919308032,3.777444736,14.86390976,39.964918272,0
18.842520192,-8.918345856,-50.157313536,3.173947648,-48.257415296,-4.045665664,9.857119104,38.154427008,0
12.986363264,-11.354685952,-76.062984832,-33.684078208,-83.886095232,-12.8522528,-0.938773248,29.39254336,0
17.568470784,-9.588898176,-77.180572032,-48.346822272,-98.034749184,-7.532537728,1.072883712,27.984383488,0
9.030104576,-1.00582848,2.838671488,13.07577024,-34.75696192,28.140845696,28.4984736,36.902729344,0
-7.979572608,-14.282764416,57.041650688,80.935665024,30.755999744,35.42751424,36.366287488,38.512054912,0
-8.650124928,-30.376020096,18.261374848,75.437136,14.998020224,5.073845888,15.377999872,31.135979392,0
9.432435968,-23.603441664,-13.254584192,50.40318272,-5.163252864,-7.912517376,13.07577024,36.09806656,0
26.844444544,-14.30511616,-32.387677056,18.529595776,-23.111703296,-8.60542144,16.115607424,40.993098496,0
24.497511424,-13.142825472,-62.5848832,-23.625793408,-63.166028544,-16.607345792,5.69969472,32.320621824,0
16.719104512,-5.945563904,-44.1446944,-19.78129344,-62.80840064,-2.726912768,12.06994176,32.477084032,0
4.492700544,-11.645258624,-12.047590016,5.610287744,-35.181645056,8.27014528,16.629697536,30.979517184,0
-9.924174336,-23.379924224,6.504357504,29.83957824,-11.39938944,10.661781888,12.829901056,24.519863168,0
-19.490720768,-36.410990976,15.377999872,55.43232512,9.633601664,4.872680192,8.136034816,19.736589952,0
-17.367305088,-50.358479232,-63.881284352,3.933906944,-54.87353152,-35.293403776,-19.066037632,6.7055232,0
-8.784235392,-39.204958976,-96.850106752,-33.75113344,-99.420557312,-37.841502592,-21.301212032,4.962087168,0
-2.056360448,-22.821130624,-37.372115968,-2.68220928,-54.806476288,-5.051494144,5.409122048,20.988287616,0
-7.465482496,-25.771560832,0.804662784,26.956203264,-14.260412672,4.179776128,13.567508608,24.206938752,0
-15.825034752,-38.087371776,-0.692904064,33.75113344,-6.973744128,-8.583069696,2.704561024,15.176834176,0
-5.342066816,-33.013525888,4.336238336,43.183569408,6.03497088,-9.074808064,6.392598784,20.831825408,0
-0.916421504,-29.928985216,-17.188491136,32.812360192,-7.197261568,-14.729799296,5.878508672,22.977592832,0
1.6763808,-25.302174208,-61.489647744,-7.2643168,-52.07956352,-24.743380608,-7.15255808,18.820168448,0
5.073845888,-19.267203328,-80.823906304,-35.271052032,-84.914275456,-21.748246912,-10.259450496,17.389656832,0
2.928078464,-15.623869056,-83.751984768,-50.62670016,-106.774281088,-15.489758592,-11.801720832,15.623869056,0
-13.992191744,-15.0874272,-16.897918464,0.938773248,-55.968766976,11.95818304,4.738569728,18.4401888,0
-46.290461824,-44.278804864,21.770598656,52.772467584,-3.173947648,4.515052288,-0.804662784,5.297363328,0
-49.196188544,-65.065926784,-21.055342848,42.110685696,-22.57526144,-29.638412544,-22.441150976,-6.392598784,0
-18.55194752,-52.30308096,-44.010583936,20.273031808,-36.813322368,-37.193302016,-16.182662656,5.789101696,0
6.079674368,-33.41585728,-56.281691392,-8.203090048,-49.665575168,-31.359496832,-7.2643168,17.814339968,0
13.276935936,-22.150578304,-77.024109824,-38.959089792,-79.616912128,-25.905671296,-5.610287744,19.468369024,0
9.410084224,-15.243889408,-55.387621632,-31.493607296,-73.961920896,-6.660819712,4.537404032,21.68119168,0
-1.698732544,-21.860005632,-20.831825408,-3.285706368,-45.642261248,3.57627904,11.28763072,21.480025984,0
-15.735627776,-32.030049152,-2.436340096,21.211805056,-22.105874816,1.34110464,7.130206336,16.584994048,0
-33.237043328,-46.26811008,-0.201165696,39.920214784,-9.007752832,-8.806587136,-3.755092992,8.784235392,0
-30.800703232,-57.086354176,-77.761717376,-11.62290688,-74.051327872,-46.446924032,-30.532482304,-3.196299392,0
-15.355648128,-43.630604288,-106.260190976,-46.402220544,-115.267943808,-43.004755456,-30.934813696,-3.263354624,0
-9.790063872,-28.811398016,-49.240892032,-18.037857408,-73.112554624,-13.52280512,-7.353723776,9.812415616,0
-11.600555136,-29.079618944,-8.292497024,14.5286336,-29.571357312,-2.637505792,4.850328448,16.450883584,0
-12.2934592,-37.640336896,-0.603497088,28.744342784,-11.757017344,-9.588898176,2.45869184,14.729799296,0
1.095235456,-34.712258432,10.751188864,41.730706048,10.997058048,-8.694828416,11.39938944,22.23998528,0
3.822148224,-33.75113344,-18.21667136,21.167101568,-6.638467968,-19.848348672,5.520880768,23.446979456,0
4.738569728,-27.246775936,-56.21463616,-10.661781888,-45.977537408,-22.217633536,0.290572672,23.111703296,0
8.583069696,-14.5286336,-73.716051712,-30.867758464,-76.286502272,-14.08159872,1.408159872,29.146674176,0
-0.827014528,-13.656915584,-87.015339392,-50.134961792,-105.6119904,-13.701619072,-6.213784832,23.156406784,0
-23.02229632,-17.054380672,-27.358534656,-4.649162752,-63.1436768,8.27014528,2.212822656,18.037857408,0
-43.742363008,-37.081543296,21.100046336,55.99111872,-5.565584256,9.208918528,3.218651136,12.896956288,0
-43.898825216,-56.974595456,-15.556813824,50.604348416,-20.049514368,-21.077694592,-15.53446208,4.537404032,0
-19.557776,-49.442057728,-43.36238336,25.413932928,-37.975613056,-33.728781696,-16.830863232,11.801720832,0
7.398427264,-26.889148032,-55.521732096,-1.631677312,-51.051383296,-27.738514304,-6.794930176,26.285650944,0
17.032028928,-11.06411328,-71.63733952,-25.950374784,-74.699528448,-18.10491264,0.044703488,32.275918336,0
15.154482432,-4.559755776,-49.352650752,-18.283726592,-68.441040128,0.827014528,11.667610368,34.824017152,0
3.732741248,-8.337200512,-17.724932992,5.431473792,-43.742363008,7.130206336,16.696752768,34.6452032,0
-5.900860416,-17.680229504,2.34693312,30.107799168,-19.066037632,6.459654016,15.847386496,32.141807872,0
-14.595688832,-30.867758464,6.079674368,48.27976704,-4.80562496,-2.212822656,9.27597376,27.000906752,0
-15.0874272,-43.675307776,-74.967749376,-5.498529024,-75.191266816,-39.45082816,-19.33425856,12.807549312,0
-9.879470848,-28.654935808,-102.907429376,-35.159293312,-118.330132736,-35.09223808,-19.624831232,14.238060928,0
-4.269183104,-12.427569664,-45.083467648,-2.838671488,-76.353557504,-4.000962176,4.716217984,31.426552064,0
-6.616116224,-13.478101632,-6.437302272,29.236081152,-35.7627904,7.331372032,15.802683008,38.646165376,0
-14.41687488,-24.92219456,-5.565584256,41.216615936,-27.04561024,-0.178813952,9.16421504,33.393505536,0
-8.694828416,-25.726857344,-4.179776128,49.95614784,-16.830863232,-2.391636608,11.645258624,37.193302016,0
0.290572672,-21.882357376,-30.085447424,31.448903808,-33.929947392,-9.633601664,8.04662784,39.875511296,0
10.751188864,-13.500453376,-61.221426816,-0.491738368,-67.904598272,-12.338162688,6.1467296,40.993098496,0
13.29928768,-9.790063872,-77.985234816,-27.246775936,-96.760699776,-12.673438848,4.447997056,38.199130496,0
3.822148224,-16.383828352,-85.27190336,-47.05042112,-117.771339136,-13.85808128,-1.519918592,28.811398016,0
